良心品牌,類型,地域,地區,地址,LATITUDE,LONGITUDE,REV_ADDR (For checking only),Map Pin Checked?,聯絡方法(電話/電郵),營業時間,資料來源,資料來源 2,Map Marked,良心行動,良心行動連結,良心行動永久備份連結
CoCo Espresso,飲食,香港島,上環,上環蘇杭街13-15號地舖,,,,,25422228,"星期一至五
07:30 - 18:30
星期六至日
09:00 - 18:00
公眾假期
09:00 - 18:00",https://www.openrice.com/zh/hongkong/r-coco-espresso-%E4%B8%8A%E7%92%B0-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r563679,,,5/8 參與罷市,https://www.facebook.com/cocoespressohk/photos/a.216830591345/10157139482621346/?type=3&theater,
CoCo Espresso,飲食,香港島,中環,中環士丹利街50號信誠廣場地下D舖,,,,,26632884,"星期一
07:30 - 19:00
星期二至五
07:30 - 20:00
星期六至日
09:00 - 19:00",https://www.openrice.com/zh/hongkong/r-coco-espresso-%E4%B8%AD%E7%92%B0-%E8%A5%BF%E5%BC%8F-r441051,,,5/8 參與罷市,https://www.facebook.com/cocoespressohk/photos/a.216830591345/10157139482621346/?type=3&theater,
CoCo Espresso,飲食,香港島,鰂魚涌,鰂魚涌海光街13-31號海光苑地下25B號舖,,,,,/,/,,,,5/8 參與罷市,https://www.facebook.com/cocoespressohk/photos/a.216830591345/10157139482621346/?type=3&theater,
CoCo Espresso,飲食,香港島,灣仔,灣仔晏頓街2號地舖,,,,,25291682,"星期一至五
07:00 - 18:00
星期六至日
09:00 - 18:00",https://www.openrice.com/zh/hongkong/r-coco-espresso-%E7%81%A3%E4%BB%94-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r128442,,,5/8 參與罷市,https://www.facebook.com/cocoespressohk/photos/a.216830591345/10157139482621346/?type=3&theater,
Coffee & Laundry,飲食,香港島,上環,上環皇后街1號地下F號舖,,,,,/,"星期一至五
08:00 - 17:00
星期六至日
09:00 - 18:00
公眾假期
09:00 - 18:00",https://www.openrice.com/zh/hongkong/r-coffee-laundry-%E4%B8%8A%E7%92%B0-%E8%A5%BF%E5%BC%8F-r557570,,,5/8 參與罷市,https://www.facebook.com/coffeeand.hk/photos/a.225644884740812/392851488020150/?type=3&theater,
Coffee by Zion,飲食,香港島,西營盤,西環西營盤第一街83號地下1號舖,,,,,/,"星期一至日
08:00 - 17:15
18:00 - 22:00",,,,12/6 參與罷市,https://www.facebook.com/coffeebyzion/photos/a.1036184569841038/2060002750792543/?type=3&theater,
Coffee Question,飲食,九龍,荔枝角,長沙灣褔華街588號地下B舖,,,,,61119384,"星期一至五
08:00 - 19:00
星期六至日
10:00 - 18:00",https://www.openrice.com/zh/hongkong/r-coffee-question-%E9%95%B7%E6%B2%99%E7%81%A3-%E8%A5%BF%E5%BC%8F-r491361,,,5/8 參與罷市,https://www.facebook.com/coffeequestion/photos/a.1688834758070606/2327570294197046/?type=3&theater,
Coffee Slave,飲食,九龍,觀塘,觀塘鴻圖道43號鴻達工業大廈地下2A號舖,,,,,36195788,"星期一至五
08:00 - 21:00
星期六至日
10:00 - 21:00
公眾假期
10:00 - 21:00",https://www.openrice.com/zh/hongkong/r-coffee-slave-%E8%A7%80%E5%A1%98-%E5%A4%9A%E5%9C%8B%E8%8F%9C-r629584,,,9/6 參與罷市,https://www.facebook.com/permalink.php?story_fbid=660621211053002&id=647801469001643&hc_location=ufi,
Coffeezine,飲食,九龍,旺角,旺角廣華街1號仁安大廈地下5A號舖,,,,,/,12:00 - 20:00,,,,5/8 參與罷市,https://www.facebook.com/364235744380863/photos/a.389487478522356/499876167483486/?type=3&theater,
Common Ground,飲食,香港島,上環,中環城皇街19 號地下,,,,,28188318,"星期一
11:00 - 19:00
星期二
全日休息
星期三至五
11:00 - 19:00
星期六至日
10:00 - 19:00",https://www.openrice.com/zh/hongkong/r-common-ground-%E4%B8%AD%E7%92%B0-%E8%A5%BF%E5%BC%8F-r128995,,,5/8 參與罷市,https://www.facebook.com/Commongroundhk/photos/a.175123919304338/1359858317497553/?type=3&theater,
Cozy Cafe,飲食,新界,葵涌,葵涌打磚坪街1-25號寶星中心地下5號舖,,,,,23522933,"星期一至五
11:30 - 22:00
星期六至日
10:00 - 22:00",https://www.openrice.com/zh/hongkong/r-cozy-cafe-%E8%91%B5%E6%B6%8C-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r477714,,,5/8 參與罷市,https://www.facebook.com/1475306752774774/photos/a.1485474038424712/2083063668665743/?type=3&theater,
漢堡博士 Dr. Burger,飲食,新界,屯門,屯門青柏徑6號鹿苑14號舖,,,,,52228178,"星期一
全日休息
星期二至日
12:00 - 22:00",https://www.openrice.com/zh/hongkong/r-%E6%BC%A2%E5%A0%A1%E5%8D%9A%E5%A3%AB-%E5%B1%AF%E9%96%80-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E6%BC%A2%E5%A0%A1%E5%8C%85-r585926,,,18/8 支持遊行,https://www.facebook.com/pages/category/Burger-Restaurant/Dr-Burger-197786680900910/,
Electric Ave,飲食,香港島,西營盤,西環西營盤皇后大道西301號地下,,,,,28588883,"星期一至五
17:00 - 22:00
星期六至日
12:00 - 22:00",https://www.openrice.com/zh/hongkong/r-electric-ave-%E8%A5%BF%E7%92%B0-%E8%A5%BF%E5%BC%8F-%E6%BC%A2%E5%A0%A1%E5%8C%85-r564348,,,發表支持示威者言論,https://www.facebook.com/electricavehk/posts/1686097048190502,
Filters Lane,飲食,香港島,上環,半山堅道111號,,,,,25171868,08:00 - 18:30,https://www.openrice.com/zh/hongkong/r-filters-lane-%E5%8D%8A%E5%B1%B1-%E8%A5%BF%E5%BC%8F-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r164652,,,香港咖啡從業員聯署聲明,https://sites.google.com/view/hkccjointdeclaration/?fbclid=IwAR16zwSi3fTtbH5RqFYZSdWYNhF3XrEeGqyI-xo2B_dfGE96g1Y4wiVsoFc,
Fish & Chick,飲食,香港島,西營盤,西環西營盤高街27號地舖,,,,,29736500,12:00 - 22:00,https://www.openrice.com/zh/hongkong/r-fish-chick-%E8%A5%BF%E7%92%B0-%E8%A5%BF%E5%BC%8F-%E6%B5%B7%E9%AE%AE-r577226,,,12/6 支持遊行,https://www.facebook.com/fishandchick/photos/a.1419018151667038/2393843310851179/?type=3&theater,
Fish & Chick,飲食,香港島,堅尼地城,西環堅尼地城新海旁街25號地下6號舖,,,,,29740088,12:00 - 22:00,https://www.openrice.com/zh/hongkong/r-fish-chick-%E8%A5%BF%E7%92%B0-%E8%A5%BF%E5%BC%8F-%E6%B5%B7%E9%AE%AE-r156255,,,12/6 支持遊行,https://www.facebook.com/fishandchick/photos/a.1419018151667038/2393843310851179/?type=3&theater,
Four X Four,飲食,新界,大圍,大圍上徑口村15號地下,,,,,69964394,08:00 - 17:30,https://www.openrice.com/zh/hongkong/r-four-x-four-%E5%A4%A7%E5%9C%8D-%E8%A5%BF%E5%BC%8F-r618680,,,9/6 支持遊行,https://www.facebook.com/584235235422950/photos/a.584761748703632/622516511594822/?type=3&theater,
現 Cafe Gen,飲食,香港島,北角,北角錦屏後街31A號東發大廈B座地舖,,,,,/,"星期一至五
07:30 - 19:00
星期六至日
09:00 - 19:00
公眾假期
09:00 - 19:00",https://www.openrice.com/zh/hongkong/r-%E7%8F%BE-%E5%8C%97%E8%A7%92-%E8%A5%BF%E5%BC%8F-r606113,,,香港咖啡從業員聯署聲明,https://sites.google.com/view/hkccjointdeclaration/?fbclid=IwAR16zwSi3fTtbH5RqFYZSdWYNhF3XrEeGqyI-xo2B_dfGE96g1Y4wiVsoFc,
Glory Coffee,飲食,九龍,觀塘,觀塘巧明街105號好運工業大廈14樓A號舖,,,,,23457059,/,,,,香港咖啡從業員聯署聲明,https://sites.google.com/view/hkccjointdeclaration/?fbclid=IwAR16zwSi3fTtbH5RqFYZSdWYNhF3XrEeGqyI-xo2B_dfGE96g1Y4wiVsoFc,
Green Door Coffee,飲食,九龍,尖沙咀,尖沙咀嘉蘭圍三號地下G3號舖,,,,,52261426,10:00 - 20:00,https://www.openrice.com/zh/hongkong/r-green-door-coffee-%E5%B0%96%E6%B2%99%E5%92%80-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E9%9B%AA%E7%B3%95-%E4%B9%B3%E9%85%AA-r432182,,,5/8 參與罷市,https://www.facebook.com/greendoorcoffee/posts/3194236563950598,
"Healing, go yard 治癒羔羊",飲食,九龍,長沙灣,長沙灣福榮街344-348號昌發工廠大廈D座9樓8室,,,,,61455321,12:00 - 19:00,https://www.openrice.com/zh/hongkong/r-%E6%B2%BB%E7%99%92%E7%BE%94%E7%BE%8A-%E9%95%B7%E6%B2%99%E7%81%A3-%E8%A5%BF%E5%BC%8F-r591688,,,5/8 參與罷市,https://www.facebook.com/310472419523358/photos/a.310492762854657/499170497320215/?type=3&theater,
Hero's Friday,飲食,九龍,荔枝角,荔枝角青山道489號香港工業中心A座地下A5C號舖,,,,,63415319,"星期一至六
08:00 - 19:00
星期日
全日休息",https://www.openrice.com/zh/hongkong/r-heros-friday-%E8%8D%94%E6%9E%9D%E8%A7%92-%E7%BE%8E%E5%9C%8B%E8%8F%9C-%E6%BC%A2%E5%A0%A1%E5%8C%85-r617815,,,12/6 支持遊行,https://www.facebook.com/herosfriday/posts/375255570004610,
Hit the Road,飲食,香港島,銅鑼灣,銅鑼灣禮頓道26號凱基商業大廈15樓,,,,,28829522,"星期一
全日休息
星期二至三
11:00 - 19:00
星期四至六
11:00 - 18:45
19:00 - 22:30
星期日
11:00 - 19:00",https://www.openrice.com/zh/hongkong/r-hit-the-road-%E9%8A%85%E9%91%BC%E7%81%A3-%E8%A5%BF%E5%BC%8F-r31424,,,12/6 支持遊行,https://www.facebook.com/hittheroadhk/photos/a.10150390364491280/10157188202396280/?type=3&theater,
Homing People,飲食,香港島,鰂魚涌,鰂魚涌海光街11號漢威大廈地下4號舖,,,,,65566036,"星期一至五
08:15 - 17:00
星期六
08:15 - 16:00
星期日
全日休息
公眾假期
全日休息",https://www.openrice.com/zh/hongkong/r-homing-people-%E9%B0%82%E9%AD%9A%E6%B6%8C-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E8%A5%BF%E5%BC%8F%E7%B3%95%E9%BB%9E-r608890,,,5/8 參與罷市,https://www.facebook.com/homingpeople/photos/a.356883374865456/454142225139570/?type=3&theater,
HOW,飲食,九龍,觀塘,觀塘觀塘巧明街99號巧明工廠大廈3樓AB座,,,,,28051708,"星期一至六
12:00 - 22:00
星期日
12:00 - 18:30
公眾假期
12:00 - 18:30",https://www.openrice.com/zh/hongkong/r-how-%E8%A7%80%E5%A1%98-%E8%A5%BF%E5%BC%8F-%E6%BC%A2%E5%A0%A1%E5%8C%85-r502499,,,12/6 支持遊行,https://www.facebook.com/howdept/photos/a.617865751725077/1231780230333623/?type=3&theater,
Hushush Ice Cream Coffee,飲食,新界,西貢,西貢福民路58-72號高富樓地下33號舖,,,,,/,"星期一
全日休息
星期二至日
10:30 - 18:30",https://www.openrice.com/zh/hongkong/r-hushush-ice-cream-coffee-%E8%A5%BF%E8%B2%A2-%E8%A5%BF%E5%BC%8F-%E9%9B%AA%E7%B3%95-%E4%B9%B3%E9%85%AA-r586537,,,5/8 參與罷市,https://www.facebook.com/hushushcoffee/photos/a.641294722918533/856524871395516/?type=3&theater,
Interval Coffee Bar,飲食,香港島,中環,中環威靈頓街33號地庫,,,,,25707568,"星期一至五
08:00 - 00:00
星期六
10:30 - 00:00
星期日
全日休息
公眾假期
10:30 - 00:00",https://www.openrice.com/zh/hongkong/r-interval-coffee-bar-%E4%B8%AD%E7%92%B0-%E8%A5%BF%E5%BC%8F-%E9%85%92-r553658,,,5/8 參與罷市,https://www.facebook.com/intervalcoffeebar/photos/a.140907076562189/387731541879740/?type=3&theater,
Joyful Dessert House,飲食,九龍,旺角,旺角黑布街74號藝興大廈地下2及3號舖,,,,,"96881772
28561886","星期一至四
15:00 - 01:00
星期五至六
15:00 - 02:00
星期日
14:00 - 01:00",https://www.openrice.com/zh/hongkong/r-joyful-dessert-house-%E6%97%BA%E8%A7%92-%E8%A5%BF%E5%BC%8F-%E9%9B%AA%E7%B3%95-%E4%B9%B3%E9%85%AA-r171276,,,12/6 支持遊行,https://www.facebook.com/Joyfuldesserthouse/posts/2280433018705475,
悠 Leisure Cafe,飲食,新界,元朗,元朗鳯攸北街9A昌威大廈28號地舖,,,,,35687741,"星期一
08:00 - 17:00
星期二至五
08:00 - 18:00
星期六至日
09:00 - 18:00",https://www.openrice.com/zh/hongkong/r-%E6%82%A0-%E5%85%83%E6%9C%97-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r177068,,,5/8 參與罷市,https://www.facebook.com/leisureinyuenlong/photos/a.459354584193047/2145977782197377/?type=3&theater,
LLB Bistro,飲食,香港島,上環,上環荷李活道188號地下,,,,,35946790,"12:00 - 22:00
星期五至六
12:00 - 23:00
星期日
12:00 - 22:00",https://www.openrice.com/zh/hongkong/r-llb-bistro-%E4%B8%8A%E7%92%B0-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r610527,,,5/8 參與罷市,https://www.facebook.com/llbbistrohk/photos/a.1171883326305888/1287929454701274/?type=3&theater,
Lost Stars Livehouse Bar & Eatery,飲食,九龍,奧運,大角咀利得街11號利奥坊一期地下506號舖,,,,,23376728,"星期一至四
12:00 - 23:30
星期五至六
12:00 - 01:00
星期日
12:00 - 23:30
公眾假期前夕
12:00 - 01:00",https://www.openrice.com/zh/hongkong/r-lost-stars-livehouse-bar-eatery-%E5%A4%A7%E8%A7%92%E5%92%80-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E9%85%92-r565768,,,5/8 參與罷市,https://www.facebook.com/loststarslivehouse/photos/a.404925466637811/691745231289165/?type=3&theater,
M2 Cafe,飲食,香港島,銅鑼灣,銅鑼灣景隆街3號2樓,,,,,28387662,"星期一至四
15:00 - 01:00
星期五至六
15:00 - 02:00
星期日
15:00 - 00:00",https://www.openrice.com/zh/hongkong/r-m2-cafe-%E9%8A%85%E9%91%BC%E7%81%A3-%E8%A5%BF%E5%BC%8F-r18643,,,5/8 參與罷市,https://www.facebook.com/m2cafehk/photos/a.1042035842508007/2664002163644692/?type=3&theater,
Maid Planet,飲食,九龍,旺角,旺角豉油街24-26號福泰大廈11樓,,,,,21164814,15:00 - 23:00,https://www.facebook.com/cafemaidplanet/,,,5/8 參與罷市,https://www.facebook.com/cafemaidplanet/photos/a.133176010826856/488303065314147/?type=3&theater,
喵盒子 MeowBox Cafe,飲食,九龍,牛頭角,牛頭角偉業街93號發昌集團大廈1樓,,,,,98609080,"星期一至五
08:00 - 21:00
星期六至日
10:00 - 18:00
公眾假期
10:00 - 18:00",https://www.openrice.com/zh/hongkong/r-%E5%96%B5%E7%9B%92%E5%AD%90-%E7%89%9B%E9%A0%AD%E8%A7%92-%E8%A5%BF%E5%BC%8F-r583830,,,5/8 參與罷市,https://www.facebook.com/meowboxcafe/posts/431367854389125,
迷客夏 Milksha,飲食,九龍,旺角,旺角西洋菜南街1A-1K號百寶利商業中心地下12號舖,,,,,65801138,/,,,,18/8 為抗爭者提供水,https://www.facebook.com/alan.leung.18294/posts/705258956612488,
迷客夏 Milksha,飲食,香港島,銅鑼灣,銅鑼灣利園山道17號地舖,,,,,55868683 (WhatsApp),11:30 - 22:30,https://www.openrice.com/zh/hongkong/r-%E8%BF%B7%E5%AE%A2%E5%A4%8F-%E9%8A%85%E9%91%BC%E7%81%A3-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E5%8F%B0%E5%BC%8F%E9%A3%B2%E5%93%81-r571385,,,18/8 為抗爭者提供水,https://www.facebook.com/alan.leung.18294/posts/705258956612488,
Mr. & Mrs. Cat & Dessert Cafe,飲食,香港島,銅鑼灣,銅鑼灣富明街2-6號寶明大廈1樓L室,,,,,51161244,12:30 - 23:00,https://www.openrice.com/zh/hongkong/r-mr-mrs-cat-dessert-cafe-%E9%8A%85%E9%91%BC%E7%81%A3-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E8%A5%BF%E5%BC%8F%E7%B3%95%E9%BB%9E-r484278,,,5/8 參與罷市,https://www.facebook.com/mnmcatcafe/photos/a.819815484795115/2152988771477773/?type=3&theater,
My Home Cafe,飲食,香港島,銅鑼灣,銅鑼灣駱克道510號3樓,,,,,68984692,12:00 - 00:00,https://www.openrice.com/zh/hongkong/r-my-home-cafe-%E9%8A%85%E9%91%BC%E7%81%A3-%E8%A5%BF%E5%BC%8F-r613632,,,5/8 參與罷市,https://www.facebook.com/MyHomeCafe/photos/a.619615881407234/2295389737163165/?type=3&theater,
My Little Coffee,飲食,新界,屯門,屯門建泰街6號恆威工業中心1樓4室,,,,,34888481,14:00 - 19:00,https://www.openrice.com/zh/hongkong/r-my-little-coffee-%E5%B1%AF%E9%96%80-%E8%A5%BF%E5%BC%8F-r589850,,,5/8 參與罷市,https://www.facebook.com/mylittlecoffeeTM/photos/a.1437623622980359/2313057102103669/?type=3&theater,
Neighbor,飲食,九龍,長沙灣,長沙灣元州街162-188號天悅廣場地下A8號舖,,,,,37020958,"星期一至四
12:30 - 23:00
星期五至六
12:30 - 00:00
星期日
12:30 - 23:00",https://www.openrice.com/zh/hongkong/r-%E9%84%B0%E5%B1%85-%E9%95%B7%E6%B2%99%E7%81%A3-%E7%BE%8E%E5%9C%8B%E8%8F%9C-%E6%BC%A2%E5%A0%A1%E5%8C%85-r502196,,,5/8 參與罷市,https://www.facebook.com/permalink.php?story_fbid=716833262094302&id=141971742913793,
Nutmad,飲食,九龍,觀塘,觀塘觀塘道396號毅力工業中心9樓C號舖,,,,,22548268,11:30 - 19:00,https://www.openrice.com/zh/hongkong/r-nutmad-%E8%A7%80%E5%A1%98-%E8%A5%BF%E5%BC%8F-r576988,,,香港咖啡從業員聯署聲明,https://sites.google.com/view/hkccjointdeclaration/?fbclid=IwAR16zwSi3fTtbH5RqFYZSdWYNhF3XrEeGqyI-xo2B_dfGE96g1Y4wiVsoFc,
Oh! My Dog!,飲食,新界,葵涌,葵涌石籬大隴街153號怡勝花園地下2號舖,,,,,31051991,11:00 - 21:00,https://www.openrice.com/zh/hongkong/r-oh-my-dog-%E8%91%B5%E6%B6%8C-%E8%A5%BF%E5%BC%8F-%E6%BC%A2%E5%A0%A1%E5%8C%85-r37138,,,支持三罷,https://www.facebook.com/OHMYDOGHK/photos/a.771520669540082/3453915964633859/?type=3&theater,
Oyster To Go,飲食,九龍,佐敦,尖沙咀山林道6號地舖,,,,,"22658133
22658233",17:00 - 01:00,https://www.openrice.com/zh/hongkong/r-oyster-to-go-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-%E6%B5%B7%E9%AE%AE-r575034,,,5/8 參與罷市,https://www.facebook.com/oystertogo/photos/rpp.933118056781836/2375146189245675/?type=3&theater,
Papillon 帕比安紅茶書室,飲食,九龍,旺角,旺角上海街637號國祥大廈1樓B室,,,,,62047863,"星期一
全日休息
星期二至日
15:00 - 22:00",https://www.openrice.com/zh/hongkong/r-%E5%B8%95%E6%AF%94%E5%AE%89%E7%B4%85%E8%8C%B6%E6%9B%B8%E5%AE%A4-%E6%97%BA%E8%A7%92-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r529409,,,12/6 支持遊行,https://www.facebook.com/papillon.bibliothe/photos/a.1921378514668103/2810644775741468/?type=3&theater,
柏斯意大利餐廳,飲食,新界,粉嶺,粉嶺聯和墟聯和道1號地舖,,,,,26699166,12:00 - 23:00,,,,5/8 參與罷市,https://www.facebook.com/PezziBistro/photos/a.1432484303648426/2437627469800766/?type=3&theater,
Rabbitland Cafe,飲食,香港島,銅鑼灣,銅鑼灣謝斐道530號3樓,,,,,52810280,13:00 - 21:30,,,,5/8 參與罷市,https://www.facebook.com/rabbitlandcafe/photos/a.475132032696661/1072696186273573/?type=3&theater,
Reaction Coffee Roasters,飲食,香港島,跑馬地,跑馬地成和道67號地下B及C舖,,,,,26747388,08:00 - 18:00,,,,12/6 支持遊行,https://www.facebook.com/reactioncoffeeroasters/photos/a.1593356100896434/2368236120075091/?type=3&theater,
RETOLD coffee.tea.spirits,飲食,新界,荃灣,荃灣白田壩街45號南豐紗廠1樓102號舖,,,,,57416102,"星期一
全日休息
星期二至四
11:00 - 19:30
星期五至六
11:00 - 21:30
星期日
11:00 - 19:30",,,,12/6 支持遊行,https://www.facebook.com/retold102/photos/a.295699651269225/426156924890163/?type=3&theater,
Return Coffee 362,飲食,新界,荃灣,荃灣沙咀道362號地下,,,,,63096362,"星期一至六
08:00 - 21:00
星期日
09:00 - 21:00
公眾假期
09:00 - 21:00",,,,5/8 參與罷市,https://www.facebook.com/returncoffee362/photos/a.2208247959237895/2523102104419144/?type=3&theater,
sensory ZERO,飲食,香港島,黃竹坑,黃竹坑香葉街2號One Island South G01號舖,,,,,25116011,08:00 - 20:00,,,,5/8 參與罷市,https://www.facebook.com/sensoryzeroeslite/photos/a.812541678909536/1322219647941734/?type=3&theater,
sensory ZERO,飲食,香港島,灣仔,灣仔港灣道6-8號瑞安中心1樓103號舖,,,,,21949933,"星期一至六
08:00 - 18:00
星期日
全日休息",,,,5/8 參與罷市,https://www.facebook.com/sensoryzeroeslite/photos/a.812541678909536/1322219647941734/?type=3&theater,
sensory ZERO,飲食,香港島,太古,太古太古城道18號太古城中心地下誠品生活G014舖,,,,,34191133,10:00 - 22:00,,,,5/8 參與罷市,https://www.facebook.com/sensoryzeroeslite/photos/a.812541678909536/1322219647941734/?type=3&theater,
sensory ZERO,飲食,九龍,尖沙咀,尖沙咀廣東道3號海港城馬哥孛羅香港酒店G樓連卡佛,,,,,21186090,10:00 - 22:00,,,,5/8 參與罷市,https://www.facebook.com/sensoryzeroeslite/photos/a.812541678909536/1322219647941734/?type=3&theater,
Slowood,飲食,香港島,堅尼地城,香港西環爹核士街11號浚峯地下1-3地鋪,,,,,28180203,"星期一至四
10:00 - 22:00
星期五至六
10:00 - 23:00
星期日
10:00 - 22:00",,,,5/8 參與罷市,https://www.facebook.com/Slowood.hk/photos/a.394449811095219/515409795665886/?type=3&theater,
Sogno Cafe+,飲食,香港島,中環,中環威靈頓街97號威利大廈2樓D室,,,,,27579878,"星期一至三
12:00 - 18:00
星期四至六
12:00 - 22:30
星期日
13:30 - 22:30",,,,5/8 參與罷市,https://www.facebook.com/sognocafeplus/photos/a.505354799543143/2372177929527478/?type=3&theater,
Springtime,飲食,香港島,柴灣,柴灣吉勝街8號吉勝大廈3樓D室,,,,,54080366,"星期一
全日休息
星期二至五
12:00 - 15:00
18:00 - 21:00
星期六至日
11:00 - 15:00
18:00 - 21:00",,,,5/8 參與罷市,https://www.facebook.com/springtime.chaiwan/photos/a.885221248256347/2143105139134612/?type=3&theater,
Tea Express Bar By Jrink,飲食,九龍,尖沙咀,尖沙咀河內道18號K11購物藝術館2樓201號舖,,,,,97066576,12:00 - 20:30,,,,5/8 參與罷市,https://www.facebook.com/tebbyjrink/photos/a.2078232498879312/2456848827684342/?type=3&theater,
The Corner,飲食,香港島,灣仔,灣仔港灣道2號地下,,,,,65643143,10:00 - 18:00,,,,5/8 參與罷市,https://www.facebook.com/FreshInCorner/photos/a.316767888758600/731821353919916/?type=3&theater,
Tomato Story,飲食,香港島,灣仔,灣仔軒尼詩道8-12號中港大廈地下A號舖,,,,,69386618,"星期一至六
12:00 - 22:00
星期日
全日休息",,,,免費向遊行巿民派水及借出廁所,https://hk.news.appledaily.com/local/realtime/article/20190617/59724088,
Tony's Hell,飲食,九龍,柯士甸,佐敦文苑街38號地舖,,,,,57244537 (Whatsapp),"星期一至二
17:00 - 23:00
星期三
全日休息
星期四至日
17:00 - 23:00",,,,5/8 參與罷市,https://www.facebook.com/tonyshellhk/photos/a.1016704455025538/2823945470968085/?type=3&theater,
TOOLSS,飲食,九龍,石硤尾,石硤尾偉智街38號福田大廈地舖,,,,,39545135,"星期一
全日休息
星期二至日
11:00 - 21:00",,,,12/6 支持遊行,https://www.facebook.com/toolsshk/photos/a.411771782313447/1344974365659846/?type=3&theater,
Tuckshop by Social Club,飲食,香港島,西營盤,西環西營盤干諾道西158A號地下4-7號舖,,,,,59363588,"星期一至五
08:30 - 16:30
星期六至日
10:00 - 18:00
公眾假期前夕
10:00 - 18:00",,,,12/6 支持遊行,https://www.facebook.com/tuckshopbysocialclub/photos/a.1827492177544261/2129786810648128/?type=3&theater,
VII Drip & Brew,飲食,新界,葵興,葵涌大連排道132-134號景星工業大廈地舖,,,,,57037134,"星期一至五
10:30 - 20:00
星期六
10:00 - 18:00
星期日
全日休息",,,,5/8 參與罷市,https://www.facebook.com/7Drip/photos/a.209552009529371/653564795128088/?type=3&theater,
Vortex American Snack Bar,飲食,新界,將軍澳,將軍澳將軍澳唐明街1號富康花園地下46號舖,,,,,"23887133
61812611",19:00 - 03:00,,,,對反送中表態,https://hk.lifestyle.appledaily.com/lifestyle/realtime/article/20190804/59889120,
"
白宮咖啡室 White House Cafe",飲食,新界,荃灣西,荃灣享和街16號嘉華樓地下D舖,,,,,"39565854
67434630 (Whatsapp)",12:00 - 22:30,,,,5/8 參與罷市,https://www.instagram.com/p/B0kLzxWjfxZ/,
メイド喫茶 A.T.Field Cafe,飲食,九龍,旺角,旺角登打士街43H號登打士廣場13樓1301-1302室,,,,,34603872,"星期一至五
16:00 - 23:00
星期六至日
13:00 - 23:00",,,,5/8 參與罷市,https://www.facebook.com/atfieldmaidcafe/photos/a.232802320534323/657225218092029/?type=3&theater,
三肥美食,飲食,九龍,深水埗,南昌街142-144號地下6號舖,,,,,37052150,10:00 - 22:00,,,,5/8 參與罷市,https://www.facebook.com/triple.3.fat.delicacy/photos/a.273647913295884/375090069818334/?type=3&theater,
九份茶舍,飲食,新界,石門,沙田石門安群街1號京瑞廣場二期1樓145號舖,,,,,/,11:30 - 20:30,,,,凡身穿黑色衣服之顧客可獲扣減$5,https://www.facebook.com/jiufenteahouse/photos/a.2090088134634651/2223704241273039/?type=3&theater,
九份茶舍,飲食,九龍,旺角,旺角弼街84號地下A號舖,,,,,/,12:00 - 23:00,,,,凡身穿黑色衣服之顧客可獲扣減$5,https://www.facebook.com/jiufenteahouse/photos/a.2090088134634651/2223704241273039/?type=3&theater,
九份茶舍,飲食,新界,葵芳,葵芳葵富路7號葵涌廣場2樓2015號舖,,,,,/,12:00 - 22:00,,,,凡身穿黑色衣服之顧客可獲扣減$5,https://www.facebook.com/jiufenteahouse/photos/a.2090088134634651/2223704241273039/?type=3&theater,
來來小吃店,飲食,香港島,西灣河,西灣河筲箕灣道57-87號太安樓第二街A33B號舖,,,,,/,/,,,,5/8 參與罷市,https://www.facebook.com/Comeon33/posts/2420617108209864,
八寶清湯腩,飲食,香港島,天后,天后電氣道124號榮華大廈地鋪,,,,,28898366,"星期一至二
10:00 - 23:00
星期三
全日休息
星期四至日
10:00 - 23:00",,,,5/8 參與罷市,https://www.facebook.com/eighttreasures/posts/1818584144952799,
八寸料亭 はつすん,飲食,香港島,大坑,大坑蓮花街3號地下,,,,,22176077,"星期一至日
12:00 - 15:00
18:00 - 23:00",,,,5/8 參與罷市,https://www.facebook.com/1533265410264680/photos/a.1535076273416927/2419548434969702/?type=3&theater,
包販子,飲食,九龍,太子,太子通菜街254號地舖,,,,,26565605,12:00 - 22:00,,,,5/8 參與罷市,https://www.facebook.com/baofanji/photos/a.258819224612913/654806581680840/?type=3&theater,
原汁原味,飲食,香港島,灣仔,灣仔灣仔道141號地舖,,,,,28912018,"星期一至五
11:30 - 22:30
星期六
全日休息
星期日
11:30 - 22:30",,,,12/6 支持遊行,https://www.facebook.com/fromtheyuan/posts/2273893485989690,
